 100.0     0.00    0.4065E+11    1     128^3 :  box [h^-1 Mpc], redshift, part. mass [h^-1 M_s], nspecies, n	#
objects with more than   20 particles found at linking lenght 0.20000	#
      #      x     y    z h^-1 Mpc         velocity[km/s]      lkl   mass h^-1 M_s  sigma  sigma_v  r_sph  delta  spin p.	WebID
    2537   32.9962  90.0155  59.3135   -21.7   356.7    51.7       45  0.1829E+13  0.2265   148.5  0.2750   243.9      0.1503    	2
    2538   17.3098  96.5000  51.9872    37.2   219.1   184.1       45  0.1829E+13  0.1696   204.6  0.2598   289.6      0.7377E-01	2
    2539   49.5266  84.4642   2.0430   -49.9   140.9    29.6       45  0.1829E+13  0.2330   156.2  0.2641   275.6      0.2330E-01	1
    2540   18.5790   2.9546  86.0099   222.0   249.2   101.8       45  0.1829E+13  0.1808   160.3  0.2572   298.7      0.2472E-01	1
    2541    2.2608  16.3205  92.6840    34.7  -529.9   272.3       45  0.1829E+13  0.1629   169.2  0.2557   303.8      0.4878E-01	1
    2542   24.3215  14.6183  94.8444   -52.3   457.5    54.7       45  0.1829E+13  0.1351   193.6  0.2476   334.9      0.2928E-01	2
    2543   36.9244  29.2051  98.6364   -28.7  -631.8   -25.5       45  0.1829E+13  0.1537   167.0  0.2480   333.1      0.1078    	2
    2544   14.8101  38.9607   0.6356   224.1  -203.5   168.7       45  0.1829E+13  0.1980   174.1  0.2480   332.9      0.1128E-01	1
    2545   20.5644  83.4870  37.8667   -99.3   230.9    34.1       45  0.1829E+13  0.1723   173.5  0.2807   229.5      0.2599E-01	1
    2546   13.5441  97.9976  46.6556   107.8   188.7   104.5       45  0.1829E+13  0.1786   176.8  0.2637   276.9      0.5118E-01	2
    2547   82.4918  41.1040  48.5693   -72.2  -243.7   194.6       44  0.1788E+13  0.1472   168.4  0.2451   337.5      0.4855E-01	1
    2548   74.0468  42.7617  62.8138  -190.2  -429.1   208.8       44  0.1788E+13  0.1794   178.8  0.2530   306.5      0.1791E-01	2
    2549   89.9997  75.1365  61.8264    60.7   239.1    29.7       44  0.1788E+13  0.1679   177.0  0.2448   338.6      0.7689E-01	0
    2550   85.9313  89.6826  62.8326   -33.7   394.6   -21.9       44  0.1788E+13  0.1598   154.2  0.2473   328.6      0.7641E-01	1
    2551   99.5220  70.0689  65.3016   200.1   181.5   -24.9       44  0.1788E+13  0.2108   180.3  0.2473   328.3      0.3982E-01	0
    2552   73.7616  86.6299  57.5032  -219.9   326.1   -18.3       44  0.1788E+13  0.1438   176.2  0.2381   367.9      0.7034E-01	2
    2553   89.8147   0.9734  59.7479  -127.1    94.5  -178.2       44  0.1788E+13  0.1883   161.3  0.2485   323.7      0.4146E-01	1
    2554   59.5043  11.0427  67.6108  -282.4   -99.0  -298.0       44  0.1788E+13  0.3048   416.7  0.2783   230.1       2.237    	2
    2555   82.2097  40.8587  83.0192  -263.5  -189.5   -35.1       44  0.1788E+13  0.1485   182.8  0.2445   340.1      0.7109E-01	2
    2556   59.9296  40.9643  83.1510   125.2  -413.9   354.7       44  0.1788E+13  0.1576   182.2  0.2394   362.3      0.5179E-01	1
    2557   53.8014  66.3988  73.6623   -19.2   -11.1  -157.9       44  0.1788E+13  0.1409   191.6  0.2467   330.9      0.5672E-01	1
    2558   72.4280  96.0592  81.9417  -256.4   515.4   118.9       44  0.1788E+13  0.1676   152.0  0.2517   311.6      0.2671E-01	2
    2559   64.2907   7.6676  44.7103    12.3    24.0   450.6       44  0.1788E+13  0.1673   162.8  0.2517   311.4      0.6385E-01	2
    2560   55.3378  31.6408  46.7211    29.2  -386.5  -213.5       44  0.1788E+13  0.1277   188.8  0.2396   361.0      0.5046E-01	1
    2561   56.2981  44.3182  45.0327  -176.6    90.8   193.9       44  0.1788E+13  0.2366   375.7  0.2839   216.7      0.8949    	3
    2562   72.3502   0.8597  87.8788  -140.5   666.8   132.1       44  0.1788E+13  0.1613   172.5  0.2373   371.7      0.8529E-01	1
    2563   95.8242  10.6518  95.0753    77.2  -201.7    38.2       44  0.1788E+13  0.1507   195.1  0.2248   437.5      0.4810E-01	1
    2564   58.0617  25.7737  94.8541   -15.0  -526.7  -389.9       44  0.1788E+13  0.1464   180.8  0.2564   294.7      0.3115E-01	2
    2565   74.0215   6.7003  97.9033  -300.4    33.8  -145.0       44  0.1788E+13  0.2038   441.7  0.2665   262.3      0.6968    	3
    2566   49.5832  28.8697  18.3465  -328.7  -231.2    49.0       44  0.1788E+13  0.1444   173.5  0.2384   367.0      0.3988E-01	2
    2567   58.2772  27.7930  23.0247  -266.4  -175.1  -102.2       44  0.1788E+13  0.1994   140.2  0.2796   226.9      0.3518E-01	1
    2568   68.8021  16.8722   3.4780   -97.3  -112.9  -314.7       44  0.1788E+13  0.1356   194.9  0.2236   444.8      0.5591E-01	1
    2569   65.1067   7.1628   9.7569    62.3   230.1  -170.3       44  0.1788E+13  0.2424   150.9  0.2645   268.3      0.1860    	1
    2570   64.1292  88.5324   7.5758    17.9   145.7   -66.7       44  0.1788E+13  0.1651   150.9  0.2622   275.5      0.3778E-01	2
    2571   73.4954  80.4669  11.0896   187.8   395.7    40.5       44  0.1788E+13  0.1457   180.6  0.2433   344.9      0.4342E-01	1
    2572   62.2535  92.7588  12.6198    55.3   249.0   -79.6       44  0.1788E+13  0.1572   172.2  0.2357   379.5      0.1072    	0
    2573   94.9439  91.7228  11.1838   261.6   501.4    20.0       44  0.1788E+13  0.1376   182.6  0.2451   337.4      0.1055E-01	2
    2574   15.8178  66.7723  78.1650    72.3   110.2   277.1       44  0.1788E+13  0.1246   169.9  0.2329   393.3      0.4063E-01	1
    2575   47.5324  64.1931  95.0413   -47.4   -21.3   -65.3       44  0.1788E+13  0.1617   160.2  0.2547   300.4      0.5459E-01	1
    2576   22.9965  26.0099  21.3982   424.6   -53.8   155.7       44  0.1788E+13  0.1083   195.5  0.2207   462.7      0.5031E-01	2
    2577   15.8665  28.9007  31.6671   397.8  -408.3  -313.0       44  0.1788E+13  0.1269   183.1  0.2331   392.6      0.8831E-01	2
    2578   26.1115  40.0156  38.8149   259.1  -128.6  -296.3       44  0.1788E+13  0.1693   160.5  0.2582   288.4      0.6422E-01	2
    2579   19.1192  31.4161  13.2913   293.7  -305.9    31.7       44  0.1788E+13  0.1436   190.3  0.2550   299.5      0.6495E-01	1
    2580   26.5241  14.3706  71.9697   435.0    59.1    84.4       44  0.1788E+13  0.1708   185.0  0.2587   286.8      0.2707E-01	2
    2581   30.5545  36.2374  69.1387    20.9  -304.8   132.3       44  0.1788E+13  0.1366   211.3  0.2330   393.0      0.7420E-01	1
    2582   34.4081  99.5786  42.3575  -247.4   178.6    32.2       44  0.1788E+13  0.2058   197.4  0.2627   273.7      0.1578    	2
    2583   49.7305   4.7319  56.3340   313.0   319.2    34.9       44  0.1788E+13  0.1635   164.9  0.2534   305.4      0.3991E-01	1
    2584   33.8502  47.0450   9.5560    45.3  -140.2   -81.8       44  0.1788E+13  0.1921   153.1  0.2518   311.2      0.3353E-01	2
    2585   44.2859  85.0361   8.0762  -133.5   151.6    23.6       44  0.1788E+13  0.1431   183.6  0.2378   369.4      0.5396E-01	0
    2586   36.5783  90.0974  20.1684   -29.1   416.7   -21.9       44  0.1788E+13  0.2144   178.8  0.2764   234.9      0.5349E-01	2
    2587   95.3205  48.8439  42.8534   172.3  -181.7   -60.3       44  0.1788E+13  0.1230   203.9  0.2296   410.7      0.3591E-01	1
    2588   50.1888  42.5377  42.7925   -68.5  -187.9  -100.6       44  0.1788E+13  0.1336   162.0  0.2345   385.4      0.6387E-01	2
    2589   86.1757  79.7615  27.7103   157.9   254.7  -115.4       44  0.1788E+13  0.1223   191.5  0.2322   397.2      0.6548E-01	1
    2590   98.3658  63.2312  28.5758  -125.8    30.9  -213.1       44  0.1788E+13  0.1547   175.6  0.2470   329.6      0.8940E-01	1
    2591   66.0145  88.4818  44.1097   -21.6   468.8   219.2       44  0.1788E+13  0.1849   162.8  0.2581   288.9      0.7462E-01	1
    2592   41.8897  96.5900  52.2298    76.8   337.7    31.6       44  0.1788E+13  0.2277   174.2  0.2694   254.0      0.1561    	1
    2593   45.6385  82.4502  64.2504   -48.3   351.3    34.0       44  0.1788E+13  0.1652   171.0  0.2575   290.7      0.3438E-01	1
    2594   41.6196  76.9242  69.0393  -121.6   344.3   144.3       44  0.1788E+13  0.1614   175.0  0.2468   330.4      0.2205E-01	1
    2595   15.4396  90.3237  66.0731    51.2   170.0  -568.3       44  0.1788E+13  0.1412   182.4  0.2402   358.4      0.5240E-01	2
    2596   17.3776  81.2581  75.0581   131.0   115.0   173.1       44  0.1788E+13  0.1257   210.0  0.2455   336.0      0.1785E-01	2
    2597   21.8168  11.8428  89.7110   314.7   108.4   221.9       44  0.1788E+13  0.1466   188.5  0.2335   390.6      0.6059E-01	2
    2598   25.2974  14.3951  93.4216    67.5   272.4    33.6       44  0.1788E+13  0.1425   169.6  0.2386   365.9      0.7281E-01	2
    2599   48.1876  38.0483  91.1787    -1.4  -444.8   201.2       44  0.1788E+13  0.1812   156.3  0.2704   251.2      0.4874E-01	1
    2600    4.0849  43.3877  17.2180  -200.3  -198.8  -453.2       44  0.1788E+13  0.1594   170.1  0.2590   285.8      0.8601E-01	2
    2601    5.7792  96.2637  38.0508  -285.6   319.9   -18.7       44  0.1788E+13  0.1320   160.9  0.2444   340.1      0.6411E-01	2
    2602   35.0275  70.9331  37.0838   167.9   -14.1  -137.2       44  0.1788E+13  0.1805   172.4  0.2602   281.8      0.3647E-01	2
    2603   12.1421  66.4808  42.5949   120.4    97.6  -120.1       44  0.1788E+13  0.1032   208.5  0.2328   394.0      0.4723E-01	1
    2604    3.6014  60.5644  47.9513   112.2    43.9  -160.8       44  0.1788E+13  0.1334   190.8  0.2407   356.3      0.1160E-01	0
    2605   99.0253   0.4479  42.0482   -37.3   376.2  -428.0       43  0.1748E+13  0.2024   128.4  0.2636   264.9      0.9072E-01	2
    2606   72.0067  86.6386  65.9522  -140.4   366.4  -201.3       43  0.1748E+13  0.1515   181.9  0.2309   394.8      0.5597E-01	1
    2607   57.0442  79.0522  64.0685   -69.4   465.3   -90.6       43  0.1748E+13  0.2282   123.3  0.2865   206.0      0.7238E-01	2
    2608   91.7802  16.3448  72.1847   -87.5    -9.8    38.3       43  0.1748E+13  0.1617   162.3  0.2699   246.7      0.6704E-01	1
    2609   96.2261  48.9884  77.7494     7.9  -141.1   321.5       43  0.1748E+13  0.2082   141.8  0.2556   290.8      0.9407E-02	1
    2610   77.8156  38.7723  83.3637  -145.0  -252.8   250.3       43  0.1748E+13  0.1256   220.1  0.2154   486.2      0.3690E-01	2
    2611   85.6653  54.6231  72.4386  -120.4  -198.5   132.5       43  0.1748E+13  0.1455   170.3  0.2350   374.0      0.4152E-01	2
    2612   67.1368  46.3054  90.7642  -217.6  -445.6    59.7       43  0.1748E+13  0.1472   155.7  0.2427   339.8      0.6931E-01	3
    2613   57.5619  35.0416  72.4323    81.0  -359.8   162.7       43  0.1748E+13  0.1726   153.9  0.2623   268.8      0.2273E-01	0
    2614   51.5323  11.5388  35.7683  -152.6    91.6    56.8       43  0.1748E+13  0.2073   158.6  0.2779   225.8      0.3957E-01	2
    2615   62.1381   3.8209  40.7219   -31.9   346.8   338.5       43  0.1748E+13  0.1933   129.9  0.2586   280.4      0.9182E-01	1
    2616   76.7691   3.9376  42.6663   -74.8   155.5   -30.3       43  0.1748E+13  0.1344   196.3  0.2307   395.8      0.5438E-01	2
    2617   49.4471  17.0457  28.2291    34.4  -177.4   -21.9       43  0.1748E+13  0.1410   171.3  0.2243   430.3      0.6161E-01	1
    2618   92.2694  22.3555  84.6436  -219.2  -334.6   163.9       43  0.1748E+13  0.1674   157.3  0.2747   233.8      0.4667E-01	2
    2619   64.9025  11.2952  96.8414   151.4    76.4   -67.4       43  0.1748E+13  0.1635   147.0  0.2565   287.6      0.7612E-01	2
    2620   75.0393  12.3681  92.3987  -384.7  -451.6   -51.3       43  0.1748E+13  0.1877   150.0  0.2645   262.0      0.6747E-01	2
    2621   49.8785  26.8465  21.0627  -282.6   -19.6  -128.4       43  0.1748E+13  0.1471   148.5  0.2509   307.2      0.5760E-01	2
    2622   73.8693  32.6899   9.4773   -75.0  -248.1  -129.9       43  0.1748E+13  0.1427   189.6  0.2499   311.2      0.6092E-01	1
    2623   55.1971  26.5049  18.9839  -332.9   -96.6  -149.5       43  0.1748E+13  0.0958   229.2  0.2099   525.9      0.1155    	2
    2624   89.3114  62.4417   7.5114   316.4  -574.8   -62.8       43  0.1748E+13  0.2409   357.0  0.2859   207.4      0.5277    	3
    2625   80.1891   5.1281  99.9171   150.2  -179.6  -258.4       43  0.1748E+13  0.2196   258.5  0.2728   238.9      0.1113    	2
    2626   58.7997  11.7166  80.6759  -141.3   582.8    29.9       43  0.1748E+13  0.1733   163.0  0.2504   309.2      0.7472E-01	2
    2627   35.0504  70.9797  80.5742  -298.9   326.2   127.2       43  0.1748E+13  0.2211   183.8  0.2894   199.9      0.2081    	2
    2628   26.4252  65.6773  93.2604  -279.3    59.6   -14.6       43  0.1748E+13  0.2655   180.4  0.2736   236.6      0.2393    	2
    2629   38.7629  63.6156  97.1269  -205.9   -45.9   -32.8       43  0.1748E+13  0.1528   189.3  0.2413   345.6      0.3060E-01	1
    2630   33.4847  91.3750  81.5618  -143.6   206.2   -64.8       43  0.1748E+13  0.1186   193.7  0.2183   467.2      0.1025E-01	1
    2631   49.4685  98.9242  76.4134    12.0   444.8  -117.9       43  0.1748E+13  0.1738   183.6  0.2660   257.7      0.3844E-01	1
    2632   32.1907   4.5806  22.5550   141.6    77.0   -94.2       43  0.1748E+13  0.1365   187.3  0.2394   353.9      0.7740E-01	1
    2633   35.3920  35.6405  24.0128   -28.1  -222.6   149.7       43  0.1748E+13  0.1677   181.3  0.2585   280.9      0.7049E-01	2
    2634   30.3945  21.3918   8.9641   755.2   204.1  -168.8       43  0.1748E+13  0.1676   467.4  0.2538   296.8       1.128    	3
    2635   32.7420  25.6754  18.5619  -165.7   360.8  -492.6       43  0.1748E+13  0.1997   506.5  0.2485   316.3       1.169    	3
    2636   45.2943  16.4663  85.2159  -114.4   892.6   -17.0       43  0.1748E+13  0.1690   157.0  0.2478   318.9      0.3916E-01	2
    2637   45.2409  99.9185  20.9354  -252.0   554.0   112.2       43  0.1748E+13  0.1667   179.4  0.2471   321.9      0.1795E-01	2
    2638   29.4960  19.1650  78.3175   451.4  -473.1   541.7       43  0.1748E+13  0.2019   143.0  0.2529   300.2      0.6034E-01	2
    2639    6.8073  13.9823  51.1450  -261.4  -151.6   -20.6       43  0.1748E+13  0.1497   190.3  0.2477   319.3      0.5443E-01	3
    2640   39.8828  16.3659  52.2678   204.2   -98.4   -67.1       43  0.1748E+13  0.2111   141.2  0.2698   246.9      0.8104E-01	1
    2641   10.3664   6.9692  49.1904    73.0    42.0  -159.0       43  0.1748E+13  0.1543   178.9  0.2338   379.8      0.2385E-01	2
    2642   22.4014  19.2630  68.1998   356.3  -339.7    65.6       43  0.1748E+13  0.1252   186.9  0.2358   370.2      0.5937E-01	2
    2643   46.1682  28.8559  52.2808   123.0  -384.9  -105.5       43  0.1748E+13  0.2480   153.8  0.2619   270.1      0.5604E-01	1
    2644   49.9988   0.5140  44.7803   -59.6   714.9    55.5       43  0.1748E+13  0.1379   179.0  0.2407   348.2      0.3620E-01	2
    2645    3.9837  14.2571  51.4280  -528.8  -172.5  -193.8       43  0.1748E+13  0.1287   213.1  0.2396   353.0      0.3838E-01	3
    2646   32.7470  41.9739  24.1263   575.3  -340.1   181.0       43  0.1748E+13  0.2194   135.7  0.2735   237.1      0.1414    	2
    2647    2.6733  51.5556  23.0211    80.0  -193.2  -221.0       43  0.1748E+13  0.1394   166.9  0.2400   351.2      0.2987E-01	1
    2648   34.7708  54.1062   8.4501  -318.9  -192.4    19.0       43  0.1748E+13  0.1158   221.8  0.2214   447.7      0.4944E-01	2
    2649    5.8717  47.7158   9.2195    21.9  -236.6    19.2       43  0.1748E+13  0.1438   166.8  0.2341   378.7      0.2701E-01	2
    2650   21.2687  43.5716  16.9945   298.8  -251.1   -60.9       43  0.1748E+13  0.1394   176.2  0.2543   295.3      0.7143E-01	1
    2651   32.5039  58.2496  24.7657   122.8  -339.9    49.5       43  0.1748E+13  0.1524   185.4  0.2491   313.9      0.1435    	2
    2652   21.5714  83.9030   9.0996   -17.9   190.5  -225.2       43  0.1748E+13  0.1451   183.1  0.2301   398.5      0.4333E-01	2
    2653   55.2013  49.0013  44.7406  -172.3  -279.2   362.4       43  0.1748E+13  0.1636   159.6  0.2458   327.1      0.7986E-01	2
    2654   53.1465  50.8603  24.0958  -336.9  -178.4    12.1       43  0.1748E+13  0.1643   167.7  0.2391   355.4      0.2541E-01	1
    2655   80.3576  71.4763  30.7369    57.3   151.8  -188.9       43  0.1748E+13  0.1037   216.8  0.2073   546.0      0.5190E-01	1
    2656   89.2357  95.6107  37.9316    36.8   520.8  -398.4       43  0.1748E+13  0.1513   179.8  0.2343   377.8      0.1135    	2
    2657   26.5412  47.3949  73.1514   -36.8  -191.7   291.2       43  0.1748E+13  0.1374   183.0  0.2462   325.5      0.1509E-01	2
    2658   44.1461  92.2817  49.7208   -82.0   386.7    73.7       43  0.1748E+13  0.1315   183.5  0.2328   384.7      0.1094    	2
    2659   28.8010  24.1402  84.9882   556.7  -476.4   220.2       43  0.1748E+13  0.1634   161.8  0.2628   267.4      0.5689E-01	2
    2660   19.3438  48.8411  32.0882   306.1  -299.5  -118.1       43  0.1748E+13  0.1744   152.3  0.2656   258.8      0.8315E-01	1
    2661   41.4385  55.1854  36.7719  -148.1  -175.1  -199.6       43  0.1748E+13  0.1451   176.6  0.2448   331.0      0.4390E-01	1
    2662   25.6581  68.4498  37.6430   117.0   -63.1   -82.0       43  0.1748E+13  0.1987   123.3  0.2784   224.8      0.1241E-01	1
    2663   92.5565  85.7874  60.9922     6.2   298.7    21.9       42  0.1707E+13  0.1665   159.0  0.2612   265.9      0.3916E-01	0
    2664   93.3839  71.8874  67.0847    61.6   233.8     7.3       42  0.1707E+13  0.1019   213.8  0.2181   457.3      0.1695E-01	0
    2665   55.8969  55.6030  47.2800    35.9  -579.3    87.5       42  0.1707E+13  0.1332   192.2  0.2374   354.7      0.4427E-01	3
    2666   63.1972   8.9212  69.6593  -303.2   524.8   -89.8       42  0.1707E+13  0.1469   179.4  0.2330   375.0      0.5020E-01	2
    2667   92.1763  50.2708  90.4800   125.0  -377.6    10.4       42  0.1707E+13  0.1617   176.5  0.2490   307.0      0.7338E-01	1
    2668   74.4200  47.4652  93.4951  -108.8  -327.8  -143.0       42  0.1707E+13  0.2090   152.4  0.2596   270.9      0.5904E-01	2
    2669   98.1078  21.6627  30.5535   237.5  -303.6  -272.4       42  0.1707E+13  0.1690   152.6  0.2557   283.7      0.9553E-01	2
    2670   62.6587  25.6836  38.5839  -317.9   -73.4  -164.1       42  0.1707E+13  0.1247   187.4  0.2324   377.8      0.8038E-01	2
    2671   57.9700   6.9963  49.7507    24.8   504.2   274.9       42  0.1707E+13  0.2570   154.2  0.2621   263.2      0.1633    	2
    2672   72.9970   5.4301  93.2598   190.0   772.6    19.1       42  0.1707E+13  0.1597   247.4  0.2674   247.9      0.1882    	2
    2673   94.3374   3.4037  91.4087     8.4   509.2   386.6       42  0.1707E+13  0.2112   165.7  0.2739   230.6      0.9145E-01	2
    2674   95.7177  20.7426  11.2998   -68.8  -203.5  -339.6       42  0.1707E+13  0.1739   145.1  0.2546   287.2      0.1078E-01	3
    2675   83.0636  33.8239  11.8168   183.1  -173.7  -301.9       42  0.1707E+13  0.1679   159.2  0.2542   288.7      0.8725E-01	2
    2676   95.5188  27.1068  13.6270  -140.5  -193.7    26.2       42  0.1707E+13  0.1332   169.0  0.2322   378.9      0.4066E-01	2
    2677   99.0757   6.3316  14.8836   -15.9   -29.7  -421.8       42  0.1707E+13  0.1317   175.6  0.2165   467.8      0.4638E-01	2
    2678   87.9149  24.6756  21.0011   163.2  -264.7  -192.2       42  0.1707E+13  0.1500   180.6  0.2474   313.0      0.9108E-01	2
    2679   57.0815  22.2808  12.8067  -285.7     3.1   -16.2       42  0.1707E+13  0.1467   174.4  0.2357   362.1      0.3392E-01	2
    2680   56.7919  74.9519   4.0719  -122.0   224.8  -150.5       42  0.1707E+13  0.1478   163.2  0.2404   341.5      0.4630E-01	1
    2681   63.5295  86.6224   6.7072   -40.4    73.0   -86.6       42  0.1707E+13  0.1770   167.0  0.2634   259.2      0.6189E-01	3
    2682   93.4838  50.7682   1.7755   -94.4   -79.7   168.7       42  0.1707E+13  0.1509   180.5  0.2346   367.5      0.1388E-01	1
    2683   99.4442  46.9217   8.6824  -105.8  -187.1   132.1       42  0.1707E+13  0.1681   145.0  0.2581   275.5      0.5134E-01	1
    2684   98.0922  53.6433  16.7611   -31.2  -277.9  -337.2       42  0.1707E+13  0.1526   177.2  0.2506   301.4      0.1145E-01	2
    2685   64.6290  19.9820  80.4312  -287.7  -560.5   -49.4       42  0.1707E+13  0.1917   221.4  0.2648   255.1      0.1625    	2
    2686   24.8965  76.6993  80.2894   206.3   246.8   226.2       42  0.1707E+13  0.1452   171.7  0.2422   333.9      0.3145E-01	1
    2687    1.4078  49.9898  81.2040   150.4  -107.3   411.9       42  0.1707E+13  0.1054   186.0  0.2077   530.0      0.1321E-01	1
    2688   13.4088  57.9379  94.4539   383.2  -100.7    19.4       42  0.1707E+13  0.2185   143.3  0.2507   300.8      0.3641E-01	2
    2689    1.0118  75.7904  96.7038   208.6   259.6   246.7       42  0.1707E+13  0.1559   192.2  0.2469   315.1      0.4350E-01	1
    2690   28.9746  74.9686  97.7651  -283.3   124.8    37.3       42  0.1707E+13  0.2029   147.7  0.2580   276.1      0.3416E-01	2
    2691   17.5548  32.4500  25.0487   395.7  -674.8    30.3       42  0.1707E+13  0.1198   196.6  0.2253   414.8      0.4508E-01	2
    2692   28.3876  31.0064  27.5970     9.4    34.2  -464.4       42  0.1707E+13  0.1607   166.2  0.2532   292.1      0.2473E-01	2
    2693   16.9948  28.3093  39.0288     4.5  -243.9  -236.7       42  0.1707E+13  0.2384   147.3  0.2894   195.3      0.1014    	2
    2694   13.3495  13.8625  36.5677  -190.4    72.1  -118.2       42  0.1707E+13  0.1478   181.5  0.2436   328.2      0.6839E-01	2
    2695   46.4657   9.1011  26.0504    91.2   182.8    99.6       42  0.1707E+13  0.1488   165.8  0.2544   287.7      0.6703E-01	1
    2696    7.8685  35.1477   6.3321   124.5  -146.4   107.6       42  0.1707E+13  0.1860   154.2  0.2638   258.0      0.3690E-01	1
    2697   10.7433  23.3290  44.1622   426.3  -294.2    65.5       42  0.1707E+13  0.2410   422.8  0.2900   194.1      0.8017    	3
    2698    5.7809  29.4399  47.3503   165.2  -630.7  -211.2       42  0.1707E+13  0.2206   141.8  0.2834   208.0      0.6698E-01	1
    2699   18.6078   2.4396  50.2626   295.8  -409.8  -153.6       42  0.1707E+13  0.1721   168.6  0.2577   277.1      0.4350E-01	2
    2700   33.9068   9.1026  58.7643   -96.9    65.5    62.3       42  0.1707E+13  0.1329   188.3  0.2318   380.8      0.5959E-01	1
    2701   45.3927  34.5520  68.5993    13.8  -372.7   116.5       42  0.1707E+13  0.1106   213.0  0.2206   442.3      0.9233E-01	0
    2702    1.1529  63.7548   4.2529    13.1     5.4   130.3       42  0.1707E+13  0.1631   167.7  0.2549   286.3      0.2775E-01	1
    2703   42.5998  53.6318   8.4382  -316.4  -256.1     9.1       42  0.1707E+13  0.1374   203.9  0.2385   349.8      0.5582E-01	1
    2704   44.1839  93.6691  21.3222  -156.9   429.4    36.2       42  0.1707E+13  0.1390   172.6  0.2429   330.8      0.2636E-01	1
    2705   92.9990  93.5312  27.6754   239.6   529.8    31.9       42  0.1707E+13  0.1593   164.9  0.2483   309.6      0.6377E-01	2
    2706   67.5697  78.5030  33.7226   -40.0   177.1  -179.4       42  0.1707E+13  0.1969   184.1  0.2764   224.3      0.2984E-01	2
    2707   32.2314  23.6816  20.3572    -5.8   476.6  -478.4       42  0.1707E+13  0.1578   157.6  0.2481   310.4      0.3754E-01	2
    2708   35.2984  99.7517  22.0190    15.2   343.8   177.4       42  0.1707E+13  0.2252   169.5  0.2716   236.4      0.1281    	3
    2709   99.4767  81.3035  10.9001  -163.7   426.5   -84.2       42  0.1707E+13  0.1448   179.5  0.2395   345.2      0.4840E-01	1
    2710   48.7814  78.8671   4.9808  -126.6   185.7   -54.3       42  0.1707E+13  0.2896   137.5  0.2864   201.5      0.2038    	1
    2711   34.7778  49.0938  76.3360  -162.3  -230.6   196.5       42  0.1707E+13  0.1533   180.4  0.2466   316.3      0.9497E-01	1
    2712   35.8724  80.8421  73.6146  -189.3   392.7   410.5       42  0.1707E+13  0.2284   348.1  0.2891   195.9      0.8652    	3
    2713   13.3489  91.6644  55.9036   278.9   398.4   277.7       42  0.1707E+13  0.1959   143.1  0.2675   247.4      0.5880E-01	2
    2714   13.8319  87.1173  64.7192  -528.5  1102.2  -262.1       42  0.1707E+13  0.1844   278.2  0.2558   283.2      0.3465    	3
    2715   26.1691  12.5509  83.7899   882.2   130.9  -216.2       42  0.1707E+13  0.1646   336.2  0.2583   275.1      0.6227    	3
    2716   25.5503   8.0228  80.6326   527.8   567.5   271.8       42  0.1707E+13  0.1729   173.4  0.2520   296.3      0.3829E-01	2
    2717   26.1143   8.2973  80.0033   508.9   309.6   439.1       42  0.1707E+13  0.1613   189.4  0.2473   313.4      0.1486    	2
    2718   15.1166  10.9145  94.4097   164.1    63.4   464.2       42  0.1707E+13  0.1459   153.0  0.2427   331.6      0.2701E-01	2
    2719   32.6090  28.9712  96.4921   196.8  -504.3   104.8       42  0.1707E+13  0.1404   154.9  0.2378   352.6      0.6059E-01	1
    2720   49.6117  33.8759  41.7999    40.0  -335.3  -322.0       42  0.1707E+13  0.1940   174.8  0.2638   258.2      0.1360    	1
    2721   34.0818  68.8147  30.4994   253.9  -141.6     9.0       42  0.1707E+13  0.2026   141.5  0.2697   241.4      0.3745E-01	2
    2722    3.3020  97.3126  30.2459  -391.3   292.7    68.6       42  0.1707E+13  0.1515   174.8  0.2556   283.9      0.9170E-01	3
    2723   14.9837  79.5650  36.1230    94.3   268.1     0.6       42  0.1707E+13  0.1464   187.2  0.2473   313.3      0.1885E-01	2
    2724   10.6734  89.0192  37.0126    -4.7   403.3   -44.7       42  0.1707E+13  0.1231   189.5  0.2355   363.2      0.2303E-01	1
    2725   28.8825  99.1109  43.3339    63.8   361.7   -32.1       42  0.1707E+13  0.1895   193.1  0.2544   287.9      0.1483    	2
    2726   18.0293  90.1220  44.8293   -76.0   327.8   165.1       42  0.1707E+13  0.1601   151.6  0.2494   305.6      0.5703E-01	2
    2727   73.7583  82.0824  67.2272  -175.0   297.9   -58.6       41  0.1666E+13  0.1681   155.2  0.2411   330.3      0.6521E-01	0
    2728   73.9479  43.9368  61.0467  -218.4  -343.4   137.6       41  0.1666E+13  0.2118   127.7  0.2710   232.4      0.2376E-01	2
    2729   74.7962  38.3056  67.2173   192.5  -606.2   115.8       41  0.1666E+13  0.2099   158.5  0.2632   253.6      0.1744    	2
    2730   83.4771  57.4023  57.9631   -76.9   -75.7    24.7       41  0.1666E+13  0.2374   145.7  0.2673   242.1      0.2664E-01	0
    2731   92.8964  75.0910  57.9634   100.1   185.5  -113.6       41  0.1666E+13  0.1273   185.1  0.2332   365.3      0.5283E-01	1
    2732   76.6854  74.4578  65.6412   -72.9   244.8   -18.5       41  0.1666E+13  0.1784   162.8  0.2619   257.5      0.4266E-01	0
    2733   71.0446  16.1994  69.0711  -502.4  -134.9    -1.4       41  0.1666E+13  0.1150   199.7  0.2295   382.9      0.8427E-01	1
