 200.0     0.00    0.3252E+12    1     128^3 :  box [h^-1 Mpc], redshift, part. mass [h^-1 M_s], nspecies, n	#
    1771   21.9459 142.9508  80.4617    -2.9  -416.1  -263.8       69  0.2244E+14  0.4905   382.5  0.6518   224.7      0.1058    	2
    1772   70.8782 195.0260  47.1337   -91.8   236.1  -198.3       69  0.2244E+14  0.3499   468.2  0.5704   335.8      0.9090E-01	2
    1773   65.4457 120.6607  53.1068  -366.0   108.9  -168.4       69  0.2244E+14  0.3714   387.1  0.5935   297.9      0.4284E-01	2
    1774    2.7191   5.1116  52.6381  -376.0    53.8  -410.9       69  0.2244E+14  0.3647   552.2  0.5203   442.7      0.4843E-01	3
    1775  199.7918  57.8538 130.0589  -210.1   245.5   247.0       68  0.2211E+14  0.2947   440.6  0.5241   426.8      0.6587E-01	1
    1776   61.2232 188.1781 178.2289   195.7  -710.9   433.5       68  0.2211E+14  0.3013   442.6  0.5059   474.7      0.6960E-01	2
    1777   77.4819  14.7987 177.6535   299.4  -678.7   327.0       68  0.2211E+14  0.4562   377.2  0.6165   261.9      0.6866E-01	2
    1778   70.9641 155.4936 130.7552  -301.5   -21.7     9.8       68  0.2211E+14  0.2988   442.6  0.5411   387.9      0.6430E-01	3
    1779  122.4235  87.3486 115.0190   389.1  -468.8   232.4       68  0.2211E+14  0.4778   339.0  0.6230   253.8      0.1218    	3
    1780  119.2326  37.6248 120.1192   285.7   149.5    72.9       68  0.2211E+14  0.4710   364.8  0.6177   260.4      0.4361E-01	2
    1781  115.9164  37.9899 142.1319   286.1  -419.4  -400.3       68  0.2211E+14  0.3482   399.5  0.5795   315.6      0.2332E-01	2
    1782  141.0168  58.4686 108.4471    19.2  -289.1   293.9       68  0.2211E+14  0.3486   421.2  0.5615   347.1      0.2530E-01	3
    1783  165.0151 151.5781  68.1001     1.3   270.6  -407.7       68  0.2211E+14  0.3454   391.0  0.5603   349.1      0.6168E-01	1
    1784  147.7351 109.5146  43.6879    53.4   300.6  -460.4       68  0.2211E+14  0.3228   501.6  0.5447   380.2      0.6931E-01	3
    1785  119.3812 168.7732  16.2451  -116.8   302.5    88.6       68  0.2211E+14  0.4531   373.8  0.5973   288.1      0.8132E-01	2
    1786  196.8282 137.1205  23.9395   -76.0   -74.3   -16.2       68  0.2211E+14  0.4886   365.2  0.6274   248.5      0.7572E-01	2
    1787  152.8094 146.1579  25.1317     0.2   375.7   223.7       68  0.2211E+14  0.4145   440.2  0.5945   292.2      0.8746E-01	2
    1788  178.5710 123.6776  34.3760  -132.9   396.9  -531.7       68  0.2211E+14  0.4141   384.1  0.5875   302.8      0.4551E-01	2
    1789  108.0438 144.8491   3.7381  -142.2   557.6   166.3       68  0.2211E+14  0.3908   369.3  0.5911   297.2      0.1240E-01	2
    1790  137.0861 117.6048  33.5292   412.8   477.0  -217.0       68  0.2211E+14  0.3297   405.5  0.5299   413.0      0.2622E-01	2
    1791   83.9668 190.5005   5.0559  -212.1  -742.1   248.4       68  0.2211E+14  0.3874   401.7  0.5394   391.6      0.5989E-01	2
    1792   29.4264 196.9212  11.9320   326.7  -365.8   165.6       68  0.2211E+14  0.4601   354.3  0.5976   287.7      0.2674E-01	2
    1793  178.3589  38.0713 195.8098   -26.0  -135.6   -98.6       68  0.2211E+14  0.4348   379.5  0.5716   328.9      0.3813E-01	1
    1794   94.5853  42.1229 136.9830   400.5  -752.4   351.7       68  0.2211E+14  0.4210   481.0  0.6045   277.8      0.4761E-01	2
    1795  107.1790  89.5306 103.6496   214.6  -284.2   146.9       68  0.2211E+14  0.3827   405.1  0.5754   322.5      0.6513E-01	1
    1796  144.4215  62.1243  93.1736  -262.6  -289.1   364.5       68  0.2211E+14  0.4457   417.0  0.5933   293.9      0.3063E-01	2
    1797  124.4919  39.1730  51.8283  -367.5  -150.8   457.7       68  0.2211E+14  0.2651   472.7  0.5080   468.9      0.2932E-01	3
    1798  185.3782  37.7410  43.7946    11.5  -520.1    94.0       68  0.2211E+14  0.3490   424.6  0.5233   428.8      0.5464E-01	3
    1799  184.5235  63.7722   0.0121   210.1   128.4  -202.6       68  0.2211E+14  0.3445   406.7  0.5505   368.3      0.4394E-01	2
    1800  163.6702  73.4384 112.3767  -249.4  -221.9   618.3       68  0.2211E+14  0.3815   430.5  0.5923   295.5      0.8873E-01	2
    1801   43.1411 175.5622 106.1865  -178.8   146.1   280.4       68  0.2211E+14  0.4707   382.4  0.5818   311.8      0.3961E-01	2
    1802   89.6209  93.8838 108.9009   -97.2  -330.1   -85.4       68  0.2211E+14  0.3473   427.3  0.5600   349.7      0.1669E-01	2
    1803  117.8542 144.9124 194.6482     8.4   402.8   -76.5       68  0.2211E+14  0.6508   304.3  0.6076   273.6      0.1122    	2
    1804   72.7500  41.5340  69.4310   578.9     6.4  -416.8       68  0.2211E+14  0.3657   395.6  0.5684   334.5      0.5210E-01	2
    1805   54.3693 177.6098   1.0829   117.1    36.1  -283.9       68  0.2211E+14  0.2905   467.8  0.5412   387.7      0.3305E-01	2
    1806   16.1776 130.7241  60.9658   -92.9    -2.5  -100.0       68  0.2211E+14  0.4982   329.7  0.6171   261.1      0.1653E-01	2
    1807   55.6710 110.6631  61.1381    14.7    67.4    18.5       68  0.2211E+14  0.3009   460.4  0.5456   378.4      0.8201E-01	2
    1808   69.6696   1.6875  52.3250     7.1    20.1  -684.6       68  0.2211E+14  0.3393   469.7  0.5546   360.1      0.3779E-01	2
    1809   26.2391 164.8483 175.9211   677.9  -370.6   213.8       67  0.2179E+14  0.3422   441.6  0.5607   343.4      0.7999E-01	2
    1810   36.5256  29.4107 172.0486   116.3  -126.5   260.3       67  0.2179E+14  0.3910   395.7  0.5602   344.3      0.3279E-01	1
    1811    4.8062 160.5622 112.7926    19.3  -223.3    20.5       67  0.2179E+14  0.3679   406.3  0.5817   307.4      0.2313E-01	3
    1812   40.4499 169.7128 125.9154  -268.2   -44.3   552.1       67  0.2179E+14  0.6388   313.8  0.6508   219.2      0.1643    	2
    1813   71.5794 149.2701 115.0268    -7.2   209.0   150.3       67  0.2179E+14  0.3390   437.2  0.5375   390.0      0.5245E-01	3
    1814    9.2772 135.4967 154.8692   -56.5   224.0  -231.1       67  0.2179E+14  0.5322   376.3  0.6422   228.2      0.4192E-01	2
    1815   25.1382 132.1451 154.5753  -253.9   202.7    92.9       67  0.2179E+14  0.5222   350.6  0.6132   262.3      0.7429E-01	2
    1816  137.9425  71.1090 121.5333    37.6   -21.4    80.1       67  0.2179E+14  0.3603   382.8  0.5409   382.5      0.3028E-01	2
    1817  131.5681  32.8186 129.5155  -210.7   262.4   -24.5       67  0.2179E+14  0.3315   441.6  0.5573   349.8      0.6784E-01	2
    1818  137.9968  50.2299 141.8127   440.4  -308.2     7.2       67  0.2179E+14  0.4709   346.3  0.6401   230.4      0.5009E-01	3
    1819  135.6710 142.3156  55.3021   376.3   388.1  -606.9       67  0.2179E+14  0.3591   401.2  0.5662   333.4      0.4202E-01	1
    1820  188.2591 172.0686  51.3097     4.8   138.6  -692.9       67  0.2179E+14  0.4516   377.2  0.5892   295.8      0.9507E-01	3
    1821  167.3959 188.4860  59.3978   181.3   264.3  -363.8       67  0.2179E+14  0.4264   343.2  0.5897   295.0      0.3003E-01	2
    1822   94.4024  51.9200 142.9663  -100.3  -625.4  -290.5       67  0.2179E+14  0.4573   381.5  0.6109   265.3      0.6588E-01	2
    1823   68.0373 188.2051  10.1407  -235.3  -157.6  -315.6       67  0.2179E+14  0.3821   397.6  0.5807   308.9      0.5630E-01	2
    1824  158.0229  31.8615 101.8757  -242.1  -462.1    26.3       67  0.2179E+14  0.3576   411.0  0.5636   338.0      0.4200E-01	3
    1825  138.6244  46.4481  76.0679   -99.9  -273.8   110.3       67  0.2179E+14  0.3124   456.3  0.5346   396.3      0.6758E-01	2
    1826  160.6031  71.5057 107.4999  -221.3  -104.7   532.2       67  0.2179E+14  0.4065   438.0  0.5601   344.4      0.1219    	2
    1827  176.3975  24.4076  55.1712    88.0  -509.4  -397.8       67  0.2179E+14  0.3304   445.2  0.5636   338.1      0.4932E-01	2
    1828  170.9543  24.7736   0.7579  -148.4  -177.7   -80.6       67  0.2179E+14  0.3584   423.3  0.5746   318.9      0.4901E-01	2
    1829  182.1478  85.0619   7.5350    -2.2    62.9  -314.8       67  0.2179E+14  0.5183   345.5  0.6185   255.5      0.6583E-01	2
    1830  136.6187   8.6050  13.3556   156.3  -560.4  -547.6       67  0.2179E+14  0.3486   465.4  0.5596   345.5      0.8267E-01	2
    1831  168.3347  92.6102  15.0328   284.0   285.6  -468.6       67  0.2179E+14  0.3432   414.9  0.5328   400.3      0.3185E-01	3
    1832  156.9608   0.3936   4.1041  -507.8    59.3   455.2       67  0.2179E+14  0.3292   439.6  0.5486   366.7      0.6971E-01	3
    1833   29.9305  38.8717 117.5963     3.5   189.5   154.5       67  0.2179E+14  0.2601   477.6  0.5158   441.3      0.4789E-01	2
    1834   34.6178  27.1724 133.2877    51.1    16.3    89.7       67  0.2179E+14  0.4116   360.1  0.5974   283.7      0.3863E-01	2
    1835   12.3052 107.6731 140.6239   150.4   462.1    26.7       67  0.2179E+14  0.3132   409.3  0.5363   392.4      0.8512E-01	2
    1836  170.8777 150.6186 198.0996  -102.6  -147.3   269.9       67  0.2179E+14  0.3235   459.6  0.5435   377.1      0.9060E-01	2
    1837  155.9175 112.8650 110.5638  -103.5    16.7   362.0       67  0.2179E+14  0.4787   368.6  0.6190   254.9      0.6798E-01	1
    1838  130.3636 122.5849 123.8061   400.3   -56.5   -18.8       67  0.2179E+14  0.4510   365.0  0.5758   316.9      0.8717E-01	2
    1839  137.6110 146.1843 133.4338   218.2    66.3   110.5       67  0.2179E+14  0.4267   381.5  0.5730   321.6      0.2756E-01	1
    1840   15.0872  49.2014  38.9170   167.9  -115.6  -249.8       67  0.2179E+14  0.3513   400.0  0.5510   361.8      0.7310E-01	2
    1841   90.0449  94.1622  18.0391  -259.2   207.7  -343.8       67  0.2179E+14  0.4415   384.6  0.5801   310.0      0.8381E-01	2
    1842   54.1073  21.5994  59.6235   430.7  -205.7  -708.8       67  0.2179E+14  0.3951   378.6  0.5790   311.7      0.1608E-01	2
    1843   69.3887  34.3792  74.2743   364.1   -76.8  -612.0       67  0.2179E+14  0.4191   345.8  0.5913   292.6      0.3448E-01	1
    1844   39.0589 193.8759 101.9237    57.2  -261.8   -66.1       67  0.2179E+14  0.3560   396.7  0.5502   363.4      0.5264E-01	2
    1845   43.4773 145.0192  68.1604   -34.6  -144.1  -104.1       67  0.2179E+14  0.4001   380.5  0.5660   333.7      0.5552E-01	1
    1846   94.5068 113.0614  52.8144  -373.5   163.3  -206.2       67  0.2179E+14  0.3360   431.5  0.5518   360.4      0.1385E-01	3
    1847   52.7683 100.7115 164.0165  -116.1   242.8    91.7       66  0.2146E+14  0.4821   360.2  0.6012   274.2      0.7040E-01	2
    1848    7.7423  65.0356 163.3516    -1.7   191.3   150.6       66  0.2146E+14  0.4059   369.1  0.6254   243.4      0.6518E-01	2
    1849    7.6316  84.0550 174.4333  -265.0  -105.1   148.4       66  0.2146E+14  0.5137   332.1  0.6318   236.1      0.4187E-01	1
    1850   45.5193 131.9816 157.6995   -63.0   641.4    95.3       66  0.2146E+14  0.3183   420.8  0.5598   339.8      0.1880E-01	2
    1851  155.4972  68.1448 131.1818   381.2  -163.6   -99.0       66  0.2146E+14  0.5134   396.2  0.6424   224.5      0.1060    	2
    1852  128.0256  72.4125 123.0782   417.9   210.1   -48.2       66  0.2146E+14  0.4130   382.8  0.5819   302.4      0.8334E-01	2
    1853  165.0432  45.6696 114.0825  -487.8   167.6   236.0       66  0.2146E+14  0.3013   466.0  0.5326   394.7      0.3257E-01	2
    1854  106.0472  65.9947 124.7027   397.9  -267.2   -44.0       66  0.2146E+14  0.6483   301.5  0.6168   253.8      0.1379E-01	2
    1855  140.3947  55.9793 110.8606  -290.8    35.3   123.3       66  0.2146E+14  0.4239   387.8  0.5945   283.5      0.9523E-01	2
    1856  118.4398 191.0377  76.1707   114.6   433.0  -213.9       66  0.2146E+14  0.3577   402.9  0.5301   400.3      0.4666E-01	3
    1857  169.3135 182.1334  45.8546   167.8    49.4  -143.3       66  0.2146E+14  0.3048   444.8  0.5393   380.2      0.5230E-01	2
    1858  100.9843 185.9653  19.1822    57.8  -142.7   -56.7       66  0.2146E+14  0.2777   483.0  0.5264   408.9      0.9452E-01	2
    1859  171.6822 121.0257  34.1062    69.8    90.2  -149.9       66  0.2146E+14  0.3432   416.2  0.5497   359.0      0.2113E-01	2
    1860   49.2835 106.5114  95.2953  -455.9   -31.7  -217.2       66  0.2146E+14  0.4106   380.0  0.5774   309.6      0.6001E-01	2
    1861   91.8061 176.2807   4.5546  -132.1   297.7    97.8       66  0.2146E+14  0.6418   289.9  0.6706   197.3      0.1639E-01	2
    1862   68.8083 169.5764  18.6994    11.4   555.0    79.9       66  0.2146E+14  0.4058   390.9  0.6209   248.8      0.1120E-01	2
    1863   92.1455 147.7159  27.4398  -258.2   833.1  -665.1       66  0.2146E+14  0.3620   355.5  0.5364   386.4      0.4999E-01	3
    1864  171.2120  75.1657 172.0253   133.5  -414.5   150.2       66  0.2146E+14  0.5407   333.8  0.6295   238.7      0.6049E-01	3
    1865  180.4318  50.4057 158.3599  -258.6   400.0   348.7       66  0.2146E+14  0.3962   400.7  0.5743   314.6      0.4795E-01	2
    1866  192.9197  23.7928 170.5858  -182.2   104.2   142.3       66  0.2146E+14  0.2898   456.4  0.5273   406.9      0.3717E-01	2
    1867  128.3925  53.1364 155.9191   245.0   -93.2  -416.0       66  0.2146E+14  0.5756   336.7  0.6176   252.8      0.9502E-01	2
    1868  128.3343  86.5592 100.3714  -317.8  -141.2   236.0       66  0.2146E+14  0.3633   391.3  0.5734   316.1      0.5334E-01	3
    1869  104.3583  31.8840  88.3805   114.9  -132.3  -133.9       66  0.2146E+14  0.3721   401.0  0.5666   327.7      0.1016    	2
    1870  100.5343  78.7740  29.5534   -92.1  -120.2     7.4       66  0.2146E+14  0.2990   451.0  0.5455   367.3      0.5727E-01	2
    1871  118.2663 101.1983   4.3800    13.7   252.3  -232.6       66  0.2146E+14  0.4196   479.6  0.5416   375.4      0.1404    	3
    1872   38.1978  75.7729 137.9443  -176.0   247.8    91.2       66  0.2146E+14  0.4281   363.6  0.5733   316.4      0.1759E-01	2
    1873   43.2621  65.1544  93.9255    34.2   126.2    64.7       66  0.2146E+14  0.3731   398.8  0.5496   359.2      0.4981E-02	2
    1874   15.1095 109.7863 139.6838   -53.0   273.2   317.9       66  0.2146E+14  0.3806   399.3  0.5657   329.3      0.1991E-01	3
    1875  189.3712 162.2359 193.9791   116.2     1.8   -52.7       66  0.2146E+14  0.4355   404.6  0.5725   317.7      0.2337E-01	3
    1876  109.8931 169.1332 195.7395  -419.6   118.4  -169.1       66  0.2146E+14  0.4964   326.7  0.6299   238.3      0.3609E-01	2
    1877  107.6132 148.9531 117.1598    85.8   164.9   -52.3       66  0.2146E+14  0.4352   405.4  0.5792   306.7      0.6659E-01	2
    1878  153.6221 174.8837  96.1552   309.7   261.6   -53.2       66  0.2146E+14  0.3771   400.7  0.5775   309.5      0.8963E-01	2
    1879   14.2559   4.2062  58.6044  -381.7  -126.6 -1023.9       66  0.2146E+14  0.4063   385.8  0.5937   284.7      0.9354E-01	2
    1880   81.7269   7.4740  58.4473  -261.7    62.0   -34.1       66  0.2146E+14  0.4019   452.2  0.5858   296.5      0.2215    	2
    1881   14.3096  92.9910  82.7701   234.9   107.9   -89.8       66  0.2146E+14  0.3258   435.9  0.5524   353.8      0.4835E-01	2
    1882   98.2285 143.4749   5.7756   -12.0   865.8   103.7       66  0.2146E+14  0.3878   395.6  0.5576   343.8      0.3561E-01	2
    1883   51.3456 138.2561   0.6976  -249.4   528.8  -307.4       66  0.2146E+14  0.3657   441.8  0.5642   332.0      0.3329E-01	2
    1884   52.7855 108.4009  75.2467  -145.7  -133.9   -78.7       66  0.2146E+14  0.2895   486.7  0.5112   446.6      0.2833E-01	2
    1885   74.3497 156.1759  57.7500  -171.7   297.3  -255.0       66  0.2146E+14  0.3427   429.6  0.5085   453.6      0.3093E-01	2
    1886   45.4980 132.2171 195.2115   118.4   418.2   -38.4       65  0.2114E+14  0.3846   379.8  0.5759   307.3      0.1044    	2
    1887   86.6283 167.4317 122.6726  -200.0  -105.7    93.3       65  0.2114E+14  0.6449   366.1  0.5866   290.8      0.2153    	2
    1888  157.7713  50.5308 111.7880  -219.0   199.0   244.8       65  0.2114E+14  0.4206   437.9  0.5689   318.8      0.1423    	2
    1889  125.3487  88.3283 121.2904   564.9  -916.1  -188.5       65  0.2114E+14  0.4166   379.4  0.5769   305.8      0.7459E-01	2
    1890  140.1989  51.0542 142.3809   233.5  -335.1  -111.9       65  0.2114E+14  0.4000   391.2  0.5878   289.0      0.4075E-01	2
    1891  135.9908  36.9165 133.5330   -70.9    32.0    35.0       65  0.2114E+14  0.3841   352.5  0.6039   266.3      0.3247E-01	2
    1892  166.2490 190.2135  26.7124  -122.7  -167.1    37.2       65  0.2114E+14  0.3856   410.1  0.5508   351.5      0.2740E-01	3
    1893  167.2330  21.9686 158.2239  -782.6  -244.8   696.3       65  0.2114E+14  0.4083   413.6  0.5638   327.6      0.1238    	2
    1894  126.2542  82.7088 103.8426   -92.5  -296.3   247.6       65  0.2114E+14  0.4699   344.9  0.6171   249.6      0.7712E-01	2
    1895  107.8393  32.6197  12.1915  -144.8  -357.8   -85.7       65  0.2114E+14  0.3965   381.1  0.5834   295.5      0.6188E-01	1
    1896  161.8287  23.3898  49.7340   121.0  -536.4  -192.1       65  0.2114E+14  0.3904   341.2  0.5866   290.7      0.4079E-01	1
    1897  190.1098  32.0336  41.8946    17.2  -536.5    44.7       65  0.2114E+14  0.4004   403.1  0.5716   314.4      0.4145E-01	2
    1898   89.8213   6.8346   4.4399  -263.3  -378.9    28.4       65  0.2114E+14  0.3614   357.7  0.5927   281.8      0.2947E-01	1
    1899   63.1315  27.3327  39.4380   144.1   -50.5   -97.4       65  0.2114E+14  0.3322   392.9  0.5597   334.8      0.5179E-01	2
    1900   57.4974  89.0007  40.5022   -91.3  -135.5   115.4       65  0.2114E+14  0.4129   378.4  0.5659   324.0      0.2997E-01	2
    1901    2.8209 138.1502 104.1908   129.5   378.2   190.9       65  0.2114E+14  0.3656   439.8  0.5561   341.4      0.1684    	2
    1902   96.4225 114.9297  98.5094  -150.6     2.7    55.7       65  0.2114E+14  0.3605   400.0  0.5605   333.4      0.2332E-01	2
    1903   73.2809 121.1350  56.4822  -669.7   137.9   -16.1       65  0.2114E+14  0.3584   373.9  0.5766   306.2      0.4195E-01	2
    1904   88.9960 176.0865 195.1657   -50.7    36.1   -65.2       64  0.2081E+14  0.2987   429.4  0.5365   374.4      0.2221E-01	2
    1905   15.2749 171.0873 118.4243   222.3  -313.0   301.2       64  0.2081E+14  0.4273   417.2  0.5865   286.5      0.6010E-01	2
    1906  163.0108  76.2835 132.0120   103.2  -456.7   220.2       64  0.2081E+14  0.3267   479.9  0.5563   335.8      0.5957E-01	2
    1907  135.1132  56.3123 146.2368   343.6  -373.0  -354.1       64  0.2081E+14  0.3469   362.8  0.5468   353.7      0.5420E-01	1
    1908  148.7722 112.2081  71.0941    79.3    95.5   -95.2       64  0.2081E+14  0.3644   382.3  0.5623   325.1      0.3807E-01	2
    1909  153.2085 138.9258  66.7061   272.1   419.7  -312.9       64  0.2081E+14  0.5220   331.7  0.6033   263.1      0.9534E-01	3
    1910  135.9270 189.0606   9.8044  -252.5    74.3    90.5       64  0.2081E+14  0.3768   371.9  0.5673   316.5      0.7555E-01	2
    1911  102.9952 177.8621  11.3694  -249.2   -29.7    76.4       64  0.2081E+14  0.4503   336.6  0.5826   292.2      0.4341E-01	2
    1912  133.4561 106.7865   6.2287   104.3   335.3  -315.8       64  0.2081E+14  0.3890   360.4  0.5618   326.1      0.1660E-01	2
    1913  118.7852 142.6615   9.3088   -86.9   421.6   140.4       64  0.2081E+14  0.3751   391.4  0.6054   260.4      0.4819E-01	3
    1914  167.9584 186.2971   0.8329  -193.9    72.2   326.7       64  0.2081E+14  0.3350   431.7  0.5491   349.2      0.7990E-01	2
    1915  179.3669 119.1109 199.1926   326.9   352.0  -381.2       64  0.2081E+14  0.3953   395.3  0.5626   324.6      0.6623E-01	2
    1916   61.7083 183.9408  20.6050  -158.2    64.8  -747.3       64  0.2081E+14  0.4492   384.1  0.5790   297.7      0.5098E-01	2
    1917  158.4436  53.5245 181.4223   173.7    37.6  -181.1       64  0.2081E+14  0.3795   364.8  0.5845   289.3      0.3712E-01	2
    1918  186.8929  66.5802 161.6626  -795.0   168.7   507.0       64  0.2081E+14  0.4573   536.5  0.5419   363.4      0.1053    	2
    1919  111.9837  45.5621 190.5618   166.3  -239.8    28.1       64  0.2081E+14  0.4692   357.0  0.5839   290.3      0.1116    	2
    1920  162.8408  62.9428  83.8597  -403.2  -107.7   -63.4       64  0.2081E+14  0.4270   376.0  0.5456   356.1      0.9980E-01	3
    1921  142.1759  39.2041   3.2917    86.4  -378.0    84.3       64  0.2081E+14  0.3891   366.3  0.5928   277.4      0.2864E-01	2
    1922  152.8694   0.6364  22.1064  -123.1  -222.6  -396.6       64  0.2081E+14  0.2983   456.4  0.5347   378.4      0.3375E-01	2
    1923   10.9886  82.9650 126.3572  -293.2   -30.0   153.9       64  0.2081E+14  0.3004   439.8  0.5263   396.8      0.4783E-01	3
    1924   46.4707   1.8924  97.4163    89.0  -222.9  -215.2       64  0.2081E+14  0.3582   370.1  0.5695   312.8      0.3898E-01	1
    1925  193.7088 138.4709 160.4583   317.1   -65.8   -67.7       64  0.2081E+14  0.3604   401.2  0.5196   412.3      0.6136E-01	2
    1926  133.2205 141.4559 187.5815   205.9    62.1   385.6       64  0.2081E+14  0.5270   395.6  0.6161   247.0      0.7440E-01	2
    1927  149.3033 169.6982 102.9515   413.4   354.4  -134.6       64  0.2081E+14  0.2943   450.4  0.5189   414.0      0.2107E-01	2
    1928  150.0374 127.1164 118.1516   217.5   -27.3   217.6       64  0.2081E+14  0.4049   360.0  0.5775   300.0      0.4881E-01	3
    1929  152.6584 114.9822 119.0927   -57.3    26.9   146.7       64  0.2081E+14  0.3915   389.4  0.5732   306.8      0.7167E-01	2
    1930  121.2721 131.8175 123.3296   164.0    20.8    74.9       64  0.2081E+14  0.3093   427.1  0.4942   479.4      0.3551E-01	2
    1931  187.9037 105.1065 136.5945    23.2  -205.2   286.1       64  0.2081E+14  0.4244   381.6  0.6173   245.5      0.1200    	2
    1932  166.7860 181.9815  99.3841  -287.8   414.8  -148.9       64  0.2081E+14  0.3943   366.5  0.5531   341.7      0.3552E-01	2
    1933  169.4659 176.0213 117.7042  -332.6   100.5  -273.3       64  0.2081E+14  0.2703   487.3  0.5099   436.2      0.7380E-01	2
    1934   17.2978  81.8671  30.5078    45.0  -191.1  -285.8       64  0.2081E+14  0.3160   440.5  0.5272   394.6      0.4393E-01	2
    1935   71.7930   4.0209  58.7896   -81.7   290.7  -693.3       64  0.2081E+14  0.3516   399.2  0.5764   301.7      0.3885E-01	2
    1936   76.0766  50.9772  60.0786    54.0  -448.8   -87.5       64  0.2081E+14  0.3734   394.7  0.5658   319.1      0.1293E-01	2
    1937   88.4044 108.0600   4.8943  -168.1   105.7   429.8       64  0.2081E+14  0.4917   373.9  0.5742   305.2      0.5455E-01	2
    1938   41.3453 141.0560  69.6048    45.0   -14.2   -43.1       64  0.2081E+14  0.3705   416.8  0.5703   311.6      0.6577E-01	2
    1939   11.2669 197.9980 171.7834    91.0  -326.6   266.3       63  0.2049E+14  0.3043   412.7  0.5403   360.9      0.3922E-01	2
    1940   36.8875 181.4286 180.5810   748.5  -390.7   259.7       63  0.2049E+14  0.3834   357.0  0.5789   293.2      0.3726E-01	2
    1941   96.6105 154.7771 180.1518  -121.6   668.9   655.3       63  0.2049E+14  0.3516   419.5  0.5661   313.6      0.1116    	2
    1942   64.4639 190.1584 195.4073   508.2  -451.4    73.5       63  0.2049E+14  0.3168   418.6  0.5474   347.0      0.6741E-01	3
    1943   26.7931 144.8519 179.0641   -51.6    45.3   -43.0       63  0.2049E+14  0.3505   447.5  0.5404   360.6      0.3514E-01	2
    1944   42.7071 120.1498 187.3372   204.5   242.9   329.4       63  0.2049E+14  0.3605   414.6  0.5639   317.2      0.5617E-01	2
    1945   67.2465  26.7360 162.1319    35.3  -293.2    51.7       63  0.2049E+14  0.2952   454.6  0.5158   415.0      0.2366E-01	2
    1946   44.8167   9.0528 167.2498   212.9  -537.6   320.5       63  0.2049E+14  0.3521   373.6  0.5630   318.9      0.5623E-01	2
    1947   46.4043 187.8179 112.7378  -141.6  -306.8   215.5       63  0.2049E+14  0.2969   448.7  0.5292   384.1      0.3904E-01	2
    1948   40.2460 140.8939 113.2287  -224.4  -261.8   324.9       63  0.2049E+14  0.3163   465.9  0.5235   396.8      0.3685E-01	2
    1949  153.4107  94.1458 120.3681  -233.8  -274.8   468.8       63  0.2049E+14  0.3281   411.3  0.5460   349.6      0.5846E-01	1
    1950  123.1880  39.5588 128.4006   194.7  -235.8  -222.7       63  0.2049E+14  0.4293   363.1  0.5865   281.8      0.2299E-01	2
    1951  170.2946 160.4898  40.4209  -162.5   204.8  -480.1       63  0.2049E+14  0.2341   489.9  0.4743   533.9      0.2724E-01	2
    1952  177.6346 197.9321  46.5034   168.9    37.9   139.8       63  0.2049E+14  0.4349   346.7  0.6035   258.7      0.3389E-01	2
    1953  162.9189 193.1196  49.1459    81.1    17.7  -193.6       63  0.2049E+14  0.4261   346.8  0.6017   261.0      0.6588E-01	3
    1954  192.2260 196.0592  53.2812  -688.4   371.3   -57.3       63  0.2049E+14  0.2834   459.0  0.4997   456.5      0.6595E-01	3
    1955  159.1879 157.8152  45.1876  -145.5   192.9  -464.0       63  0.2049E+14  0.4469   351.1  0.5930   272.8      0.2366E-01	2
    1956  190.0565 134.7988  53.8816    19.4   269.3  -198.1       63  0.2049E+14  0.4376   346.1  0.6336   223.4      0.2819E-01	3
    1957  182.0217 150.2652  57.8511    15.5   230.5  -199.7       63  0.2049E+14  0.4075   388.8  0.5945   270.6      0.2931E-01	1
    1958  148.5891 152.3372  23.3732   119.4   398.9    89.6       63  0.2049E+14  0.5116   362.5  0.6398   217.0      0.4636E-01	2
    1959  174.8540 178.9845  31.2720  -195.9   -51.5  -216.9       63  0.2049E+14  0.3223   427.6  0.5478   346.1      0.3723E-01	2
    1960   17.1531 178.7909  42.5704   149.9   188.4   -78.7       63  0.2049E+14  0.3764   363.0  0.5450   351.6      0.2582E-01	2
    1961   28.1333 142.7041   8.8107   103.9   231.0    36.7       63  0.2049E+14  0.3501   427.2  0.5457   350.3      0.3136E-01	2
    1962  195.5533  22.5696 171.8689  -314.5    22.1   145.0       63  0.2049E+14  0.3774   399.0  0.5417   358.1      0.2710E-01	2
    1963  130.9681   2.1054 189.9430   316.2    45.3   921.7       63  0.2049E+14  0.3938   418.1  0.5887   278.8      0.2418E-01	2
    1964  143.2276  30.5242 153.8035   150.1  -313.5  -137.3       63  0.2049E+14  0.3590   379.2  0.5661   313.7      0.6170E-01	2
    1965  139.3601   2.2511   2.8540  -552.3    79.6   -64.7       63  0.2049E+14  0.3913   365.6  0.5882   279.4      0.3629E-01	3
    1966  159.0622 119.4996 179.6057   661.8   287.5   309.7       63  0.2049E+14  0.5685   373.1  0.6285   228.9      0.8535E-01	2
    1967  135.5505 138.5870 190.7259   156.7   366.7     1.1       63  0.2049E+14  0.3281   418.8  0.5571   329.1      0.4571E-01	2
    1968  153.0645 195.0763 133.1515   -50.1   -87.1   552.8       63  0.2049E+14  0.6439   387.6  0.6273   230.2      0.4045E-01	2
