 200.0     0.00    0.3252E+12    1     128^3 :  box [h^-1 Mpc], redshift, part. mass [h^-1 M_s], nspecies, n	#
    4404  147.1764 136.7618 133.7218   307.9   -19.0   165.7       29  0.9430E+13  0.2669   287.0  0.4468   293.5      0.5411E-01	1
    4405   63.4593   5.7809  24.5439    63.5   -74.8    -2.8       29  0.9430E+13  0.3265   259.2  0.4748   244.5      0.4081E-01	2
    4406   30.8449  28.3708  33.2564  -150.7   -81.9  -492.3       29  0.9430E+13  0.3424   287.1  0.4899   222.4      0.1039    	2
    4407   13.3860  17.4935  36.4563   142.7   122.1   478.5       29  0.9430E+13  0.3040   282.5  0.4707   250.9      0.3306E-01	2
    4408   81.1413   2.5627  36.6183  -393.4   -72.1   -81.1       29  0.9430E+13  0.3219   291.3  0.4573   273.7      0.6766E-01	2
    4409   91.7529  99.5052   7.3285  -505.4   224.2   256.1       29  0.9430E+13  0.2257   351.5  0.3905   440.2      0.3869E-01	3
    4410   17.3311  63.2229  26.7439   212.8  -197.7  -170.7       29  0.9430E+13  0.1999   313.4  0.3917   436.1      0.5544E-01	2
    4411   49.3731 106.0999  83.0846  -149.3    99.7  -173.7       29  0.9430E+13  0.2630   327.7  0.4310   327.3      0.9675E-01	2
    4412    6.4133   2.8742  45.8120   118.4    60.2   224.3       29  0.9430E+13  0.4720   255.1  0.4759   242.8      0.1454    	2
    4413   75.3924  48.3878  57.5716   -85.0  -235.8   -88.8       29  0.9430E+13  0.2736   326.0  0.4510   285.3      0.6148E-01	2
    4414   69.5443  10.2498  63.7000   173.1   154.1  -655.1       29  0.9430E+13  0.4388   264.4  0.4907   221.4      0.7128E-01	2
    4415   78.3549  46.0077  76.2142   191.2   -79.0  -349.8       29  0.9430E+13  0.2620   274.3  0.4303   328.9      0.9340E-01	2
    4416   43.3938  22.4954  79.3438   208.5  -139.8  -466.3       29  0.9430E+13  0.2932   277.1  0.4752   243.8      0.5681E-01	1
    4417   83.8653  84.3932  55.1585  -252.9  -168.4  -177.9       29  0.9430E+13  0.3153   251.0  0.4780   239.6      0.5966E-01	2
    4418   14.3990  73.8169  74.0847    97.7   -40.0    21.6       29  0.9430E+13  0.2544   296.8  0.4473   292.6      0.1740E-01	2
    4419   39.7544  85.4709  75.1104   160.3   237.6  -171.8       29  0.9430E+13  0.2626   278.5  0.4581   272.3      0.2797E-01	1
    4420   98.2286 146.0552  11.2523   249.4   699.5  -228.3       29  0.9430E+13  0.2785   295.9  0.4580   272.5      0.9729E-01	2
    4421   55.7698 110.7888 102.7979  -303.0  -203.5  -245.4       29  0.9430E+13  0.4170   262.8  0.4521   283.3      0.1986    	2
    4422   91.0120 141.6274 103.4570  -229.0   172.4  -101.1       29  0.9430E+13  0.2499   303.7  0.4324   323.9      0.1045    	1
    4423   12.4003 163.7006  50.5838    44.3   -53.2  -478.0       29  0.9430E+13  0.3003   273.9  0.5052   202.7      0.2923E-01	2
    4424   38.4972 179.0181  52.9995   121.1    40.5  -455.7       29  0.9430E+13  0.2393   364.4  0.4433   300.7      0.3219E-01	1
    4425   48.6929 122.2044  56.2622    -6.2   207.4   -97.6       29  0.9430E+13  0.2398   319.6  0.4256   339.8      0.5042E-01	2
    4426   22.7026 141.1998  87.0666    44.4  -367.6  -540.1       29  0.9430E+13  0.3133   236.3  0.4863   227.5      0.4777E-01	2
    4427   93.1732 175.4201  53.3922  -333.1   324.4  -571.6       29  0.9430E+13  0.3862   267.2  0.5207   185.1      0.5543E-01	2
    4428   77.9164 191.0695  57.0369    49.0   329.0  -690.6       29  0.9430E+13  0.3365   238.3  0.4450   297.1      0.6248E-01	2
    4429   83.3090 157.1577  88.3658  -132.6    88.4   -85.4       29  0.9430E+13  0.2699   255.8  0.4438   299.7      0.2241E-01	1
    4430    1.8938   4.4084  51.0725  -158.0    25.6   427.8       29  0.9430E+13  0.2580   319.7  0.4441   299.0      0.8205E-01	3
    4431    0.3575  13.3340  87.9000  -371.3  -302.5  -326.2       29  0.9430E+13  0.2260   347.2  0.4108   377.9      0.5510E-01	2
    4432    1.2779  17.8777  46.1828   193.3  -399.6  -147.3       29  0.9430E+13  0.4131   216.9  0.4873   226.1      0.7118E-01	2
    4433   65.7833  12.1609  41.4860   431.8   271.7    62.7       29  0.9430E+13  0.2884   312.8  0.4502   286.8      0.1115    	2
    4434   27.2969 124.9780 197.4985   -87.6   290.5   -55.1       28  0.9105E+13  0.2277   315.4  0.4237   332.6      0.3274E-01	2
    4435   15.7115 195.6645 165.1370   358.4  -664.6   649.8       28  0.9105E+13  0.2213   339.2  0.4086   371.0      0.4299E-01	2
    4436   45.4137 180.5648 173.8281    64.8  -357.1   475.9       28  0.9105E+13  0.3039   324.6  0.4743   236.8      0.1337    	2
    4437   32.9492 167.3187 180.1832   310.0   554.2  -124.4       28  0.9105E+13  0.2862   266.4  0.4564   265.9      0.1181    	2
    4438   60.0282 142.2153 167.1268  -395.8    95.5   447.1       28  0.9105E+13  0.3103   255.0  0.4552   267.9      0.6472E-01	2
    4439   63.0514 119.7374 171.0593  -260.4   420.0   445.9       28  0.9105E+13  0.2828   317.1  0.4577   263.5      0.6338E-01	3
    4440   58.1481 113.2508 178.4930  -237.0   294.3   324.5       28  0.9105E+13  0.2500   302.9  0.4319   313.8      0.6992E-01	2
    4441   56.6547 137.7847 197.8119  -414.0   529.1  -105.1       28  0.9105E+13  0.2690   316.3  0.4299   318.3      0.3318E-01	2
    4442   69.3240 182.7813 194.1135   -58.1  -461.7  -334.8       28  0.9105E+13  0.4124   345.7  0.4581   262.8      0.2359    	2
    4443   82.2735 151.5269 184.0339   -90.7   425.8   225.0       28  0.9105E+13  0.3948   223.6  0.4709   242.0      0.5492E-01	2
    4444   39.3784 123.1251 179.0611     0.8   436.7   314.9       28  0.9105E+13  0.3260   270.5  0.4367   303.6      0.7232E-01	1
    4445   18.0202 185.9044 190.9165   379.4  -297.0   149.1       28  0.9105E+13  0.4155   387.7  0.4849   221.5      0.1235    	2
    4446   69.7302  33.5624 149.9344  -172.3  -858.4   234.7       28  0.9105E+13  0.4539   248.1  0.5209   178.5      0.1025    	2
    4447   50.7732  12.1545 166.8883   148.7  -436.3   207.2       28  0.9105E+13  0.2624   289.1  0.4574   264.0      0.8989E-01	2
    4448   66.6659  28.2106 170.8208   136.9  -211.8   114.1       28  0.9105E+13  0.4023   243.6  0.5018   199.8      0.8898E-01	2
    4449   73.8803  41.0137 184.1086    93.7  -200.6   170.5       28  0.9105E+13  0.3404   264.0  0.4701   243.2      0.8174E-01	1
    4450   67.5638  95.4727 184.9483  -129.9    59.8   378.4       28  0.9105E+13  0.2416   314.1  0.4083   371.7      0.6724E-01	2
    4451   70.4268  79.4847 194.8708   -84.6  -104.7   175.1       28  0.9105E+13  0.3122   287.5  0.4541   270.0      0.1245    	2
    4452   46.5072  73.1084 157.6263  -203.0   106.8   178.2       28  0.9105E+13  0.2863   310.4  0.4598   259.9      0.3359E-01	1
    4453   49.8754  95.4082 167.2480   -87.6   270.5    -7.2       28  0.9105E+13  0.2132   330.5  0.4191   343.5      0.4076E-01	1
    4454   23.6076  68.7848 168.9850  -407.5   161.6   232.2       28  0.9105E+13  0.3515   278.9  0.4581   262.9      0.7774E-01	2
    4455   24.1030  93.5765 194.6295  -246.9   -13.3    35.8       28  0.9105E+13  0.2471   327.2  0.4343   308.6      0.4963E-01	2
    4456   43.7563  62.3114 176.3607  -179.9    45.5   293.6       28  0.9105E+13  0.2613   278.2  0.4648   251.7      0.5142E-01	2
    4457    6.5734  81.7595 186.0696  -328.2    52.3  -233.2       28  0.9105E+13  0.3934   317.1  0.4795   229.1      0.1431    	2
    4458    6.5950  84.7506 185.6520   -62.7   180.3   -93.4       28  0.9105E+13  0.3679   201.5  0.5152   184.5      0.5352E-01	3
    4459    7.2159 137.4488 135.4749   339.5   421.6   355.2       28  0.9105E+13  0.2407   378.0  0.4298   318.4      0.1010    	2
    4460    7.2661 147.1214 137.8644   256.8  -228.7   163.2       28  0.9105E+13  0.2787   303.1  0.4344   308.5      0.1445    	2
    4461    6.7451 117.8086 143.6243   351.8   254.7   181.4       28  0.9105E+13  0.3078   264.2  0.4727   239.2      0.1315    	2
    4462   29.4001 137.6252 156.1754  -198.5   317.6   219.9       28  0.9105E+13  0.3367   251.3  0.4756   234.8      0.6725E-01	2
    4463   50.6571 173.5190 126.3276  -282.2    92.6   360.2       28  0.9105E+13  0.3505   242.3  0.4563   266.0      0.3922E-01	1
    4464  151.0469  92.4913 152.2463    88.6   -35.4   -80.3       28  0.9105E+13  0.2851   252.6  0.4650   251.3      0.5460E-01	2
    4465  116.1919  38.5840 118.7712   362.0  -173.7   209.3       28  0.9105E+13  0.2378   326.3  0.4201   341.0      0.5163E-01	2
    4466  100.7924   7.9079 119.6818   -19.5   256.5   220.2       28  0.9105E+13  0.2725   269.1  0.4388   299.3      0.2633E-01	2
    4467  102.2424  37.1378 122.1751    62.3  -363.1   146.7       28  0.9105E+13  0.2901   250.8  0.4591   261.2      0.5778E-01	2
    4468  128.1568  74.1540 122.4465   536.5   -15.3    98.7       28  0.9105E+13  0.3559   275.2  0.4430   290.8      0.1568    	2
    4469  104.8885  19.9847 124.7666   164.8   306.6   -19.6       28  0.9105E+13  0.3062   262.6  0.4658   249.9      0.3913E-01	1
    4470  138.5122  76.7833 128.1131   -94.2    62.6  -188.3       28  0.9105E+13  0.3195   277.4  0.4593   260.9      0.8659E-01	2
    4471  121.2927  39.2589 130.6441   164.6   -99.5  -322.3       28  0.9105E+13  0.2741   287.8  0.4472   282.6      0.6902E-01	2
    4472  125.7422  78.4830 140.2577   549.1  -115.7  -503.6       28  0.9105E+13  0.3168   289.3  0.4753   235.2      0.9133E-01	1
    4473  142.3895  64.5322 142.7656   506.6  -240.9  -148.3       28  0.9105E+13  0.3028   285.4  0.4262   326.7      0.3393E-01	2
    4474  131.1410  49.2992 145.3875   160.4   -23.1  -206.1       28  0.9105E+13  0.2573   313.5  0.4438   289.3      0.5334E-01	3
    4475  153.1019   7.3601 120.1755   226.0   -92.8   -43.9       28  0.9105E+13  0.3712   296.9  0.4646   252.0      0.1254    	1
    4476  152.5362   6.5572 122.9438   220.9   -76.3  -118.5       28  0.9105E+13  0.3105   271.3  0.4606   258.5      0.6110E-01	2
    4477  127.8309  40.2208 120.6596   360.9  -221.6  -262.8       28  0.9105E+13  0.3336   385.5  0.4535   271.0      0.1694    	2
    4478  191.9446  30.9867 143.1374  -281.1    60.7   226.5       28  0.9105E+13  0.2573   287.7  0.4550   268.2      0.4006E-01	0
    4479  105.2881  64.5920 111.6296   258.7  -155.7    18.2       28  0.9105E+13  0.5383   215.1  0.5132   186.6      0.6473E-01	1
    4480  102.9712  30.8974 106.3366  -220.5  -284.0    32.3       28  0.9105E+13  0.2467   314.6  0.4296   319.0      0.1506E-01	2
    4481  145.3308 129.5769  34.5637   868.7   383.3  -219.5       28  0.9105E+13  0.3211   348.0  0.4514   274.8      0.2484    	2
    4482  146.9458 164.0382  38.7505   151.1   -24.3  -400.9       28  0.9105E+13  0.3148   277.2  0.4628   255.0      0.2116E-01	2
    4483  139.0433 114.9328  63.4802   -14.5   115.8  -108.2       28  0.9105E+13  0.3428   236.2  0.4490   279.2      0.3845E-01	2
    4484  135.6299 186.4270  69.8425   -80.1    17.2    37.5       28  0.9105E+13  0.2988   303.8  0.4600   259.6      0.6154E-01	2
    4485  140.8923 186.7610  84.5302   312.8   117.6  -310.0       28  0.9105E+13  0.2629   276.0  0.4169   349.1      0.6201E-01	2
    4486  156.4902 141.4051  42.1402   124.5   484.9  -633.1       28  0.9105E+13  0.2323   337.2  0.4038   384.3      0.6903E-01	1
    4487  154.0367 174.3696  94.2572   395.9   275.5    59.6       28  0.9105E+13  0.3090   285.6  0.4606   258.6      0.1315    	2
    4488  122.2797 163.5339  22.3993   305.6   295.3  -216.4       28  0.9105E+13  0.4362   342.6  0.5127   187.2      0.2434    	2
    4489  131.8286 199.1495  27.5452   -83.6  -330.4  -505.7       28  0.9105E+13  0.3152   262.2  0.4792   229.5      0.7318E-01	1
    4490  173.0205 193.4580  13.3624  -397.0  -166.9   331.0       28  0.9105E+13  0.2871   235.9  0.4565   265.7      0.3061E-01	1
    4491  178.2028 150.4525  20.3983   -55.8  -155.0   439.8       28  0.9105E+13  0.3139   303.2  0.4408   295.2      0.2729E-01	2
    4492  155.0912 143.8871  20.6248   106.1   128.7   208.2       28  0.9105E+13  0.2809   272.8  0.4315   314.6      0.4369E-01	1
    4493  176.1488 178.0301  31.8782  -479.5    38.8  -101.5       28  0.9105E+13  0.3172   262.8  0.4409   294.9      0.3094E-01	3
    4494  150.0474 117.4427  27.7849   241.1   509.0  -252.9       28  0.9105E+13  0.2796   275.9  0.4478   281.4      0.3778E-01	1
    4495  162.1391 165.2770  38.5041  -137.5   172.7  -285.0       28  0.9105E+13  0.2705   292.7  0.4546   268.9      0.7592E-01	2
    4496  148.3570 128.7580  92.2413   231.5    91.0  -115.8       28  0.9105E+13  0.2370   296.2  0.4175   347.7      0.7634E-01	1
    4497   91.7520 186.2344   2.1249  -336.5  -262.2   336.3       28  0.9105E+13  0.3248   279.2  0.4500   277.3      0.8521E-01	1
    4498   93.5137 143.9859   4.6044   235.2   581.9     1.0       28  0.9105E+13  0.2618   310.3  0.4406   295.6      0.4576E-01	1
    4499   96.2044 178.4680   9.2640  -276.3    42.5   199.6       28  0.9105E+13  0.2543   311.5  0.4223   335.8      0.1331    	3
    4500   87.7211 166.7651   9.7801    61.6   533.1    18.2       28  0.9105E+13  0.2728   294.0  0.4314   315.0      0.7546E-01	1
    4501   54.1992 179.1109  12.8752   204.9   505.6  -387.6       28  0.9105E+13  0.3078   273.2  0.4971   205.5      0.7077E-01	2
    4502   53.6662 192.7865  17.7231   599.9  -266.8   -70.5       28  0.9105E+13  0.2437   334.7  0.4358   305.4      0.1145    	2
    4503   88.9476 167.7624  24.6563  -648.5   789.2   427.5       28  0.9105E+13  0.3431   637.0  0.4674   247.4      0.5628    	3
    4504   79.7118 174.2377  28.0969   136.5  -171.6  -626.3       28  0.9105E+13  0.2868   264.3  0.4539   270.2      0.5920E-01	2
    4505   91.2833 110.1743   8.5386   -38.5    68.9  -269.8       28  0.9105E+13  0.2569   315.3  0.4367   303.6      0.1337    	2
    4506   45.6988 137.7374  32.2620  -163.1   173.7  -132.6       28  0.9105E+13  0.2532   337.9  0.4304   317.1      0.3433E-01	2
    4507   29.8716 151.6230   3.2183   263.3   334.9   -96.2       28  0.9105E+13  0.2952   272.3  0.4549   268.4      0.1598E-01	1
    4508   12.7465 166.0555  19.4332   348.2   -85.7   200.9       28  0.9105E+13  0.2826   280.9  0.4421   292.7      0.3800E-01	2
    4509  131.3481   1.2642 181.9717   -91.4   343.1   327.5       28  0.9105E+13  0.2940   343.1  0.4522   273.3      0.7694E-01	2
    4510  161.8277  17.9835 155.3111  -369.1   137.4   841.8       28  0.9105E+13  0.2855   270.1  0.4324   312.7      0.6184E-01	2
    4511  172.0513  15.5152 157.4285  -640.2   294.2   273.3       28  0.9105E+13  0.4514   309.0  0.5071   193.5      0.2641    	2
    4512  180.1477  45.9498 172.0390   133.4   187.9  -109.2       28  0.9105E+13  0.4580   287.5  0.4576   263.7      0.2712    	2
    4513  168.5495  73.2271 173.5065   105.2   -52.5   -80.5       28  0.9105E+13  0.3181   329.5  0.4675   247.3      0.8650E-01	3
    4514  166.5299  18.7327 183.9780  -326.6  -367.8   -20.8       28  0.9105E+13  0.3185   288.4  0.4532   271.4      0.1799    	3
    4515  118.3346  87.3416 176.8250   407.1  -292.9   134.7       28  0.9105E+13  0.2460   297.6  0.4160   351.4      0.4928E-01	1
    4516  149.9672  67.6947 179.1322   -68.6    16.5   -14.7       28  0.9105E+13  0.4076   206.0  0.5141   185.7      0.5867E-01	3
    4517  147.6300  34.6428 155.8089   252.4  -402.9  -356.1       28  0.9105E+13  0.3095   257.6  0.4629   254.7      0.2184E-01	1
    4518  134.3198   0.6983 176.3099  -102.9    86.6   179.9       28  0.9105E+13  0.2840   261.2  0.4499   277.6      0.3455E-01	2
    4519   62.4116 179.7668 162.7245  -410.3    50.6   803.7       28  0.9105E+13  0.2316   347.4  0.4239   332.1      0.5255E-01	2
    4520   99.9007  21.5167 180.6043  -100.6  -513.0    62.2       28  0.9105E+13  0.3228   262.0  0.4232   333.8      0.9514E-01	1
    4521  139.3762  68.6064 104.5849     3.5  -441.6   317.7       28  0.9105E+13  0.2809   286.5  0.4288   320.8      0.3938E-01	1
    4522  103.6379  92.7097  58.9421   -58.2   -57.0   -71.0       28  0.9105E+13  0.3344   255.8  0.4876   217.8      0.6750E-01	2
    4523  121.1064  15.3678  78.4852   -86.8   159.8   132.1       28  0.9105E+13  0.4934   266.8  0.5198   179.6      0.1703    	2
    4524  191.9634  11.4837  78.8782  -172.8  -153.0  -603.5       28  0.9105E+13  0.2901   317.5  0.4546   269.0      0.1731    	3
    4525  119.1792  33.6391  78.9574  -287.1  -458.8   444.0       28  0.9105E+13  0.3572   229.9  0.4961   206.7      0.2143E-01	2
    4526  141.6216  64.9654  91.3234   -70.1  -346.8   471.4       28  0.9105E+13  0.3231   238.9  0.4527   272.4      0.3302E-01	2
    4527  188.4670  78.3698  92.0049    10.8     3.8   276.6       28  0.9105E+13  0.2465   299.0  0.4133   358.2      0.2595E-01	2
    4528   99.7249  59.6518  41.6717  -273.3  -310.9   -43.4       28  0.9105E+13  0.2528   307.3  0.4235   333.0      0.7126E-01	1
    4529  160.3499  46.5092  27.4022   141.4  -234.8  -219.2       28  0.9105E+13  0.2697   281.7  0.4293   319.5      0.6927E-01	2
    4530  116.3771  21.3795  30.9410     9.7  -368.9  -132.9       28  0.9105E+13  0.3312   271.5  0.4976   204.9      0.9110E-01	1
    4531  153.8307  56.1913   4.3149   197.3     5.2  -251.3       28  0.9105E+13  0.2920   293.3  0.4478   281.5      0.4786E-01	2
    4532  106.8900  12.3218   6.9496   -14.1  -422.3   148.6       28  0.9105E+13  0.3224   289.1  0.4233   333.3      0.6879E-01	1
    4533  184.3000  72.1003   7.5538   -76.0    -5.6  -252.4       28  0.9105E+13  0.2652   277.8  0.4419   292.9      0.5770E-01	1
    4534  127.5407   5.9713  16.6276    72.4  -722.9  -384.4       28  0.9105E+13  0.3326   295.4  0.4528   272.2      0.8814E-01	2
    4535  167.8248  89.0227  31.7296   282.9    36.1  -276.9       28  0.9105E+13  0.2119   322.9  0.3867   437.8      0.4225E-01	1
    4536  108.2361  37.8183  43.4162   -20.1  -272.0    17.8       28  0.9105E+13  0.2322   350.9  0.4261   326.9      0.5896E-01	1
    4537    8.0787  22.8461 126.3543  -105.4   -71.5   214.7       28  0.9105E+13  0.2511   317.7  0.4228   334.6      0.1576E-01	1
    4538   56.5261  68.1069 119.4469   230.4   -33.5   -64.0       28  0.9105E+13  0.3808   286.0  0.5077   192.8      0.5842E-01	2
    4539   33.2775  97.3232 115.7530   -77.9   165.6   -99.9       28  0.9105E+13  0.3745   225.8  0.5113   188.7      0.7152E-01	1
    4540   23.6783  65.4181 115.5065   -18.9   457.0   159.9       28  0.9105E+13  0.3613   216.5  0.5081   192.4      0.4935E-01	3
    4541   35.5947  79.2534 117.1613  -384.2   170.1  -138.2       28  0.9105E+13  0.2976   272.6  0.4627   255.2      0.5339E-01	2
    4542   21.7349  83.0642 131.0698  -466.0   127.4   126.0       28  0.9105E+13  0.2353   314.6  0.3694   502.1      0.4273E-01	2
    4543   64.3430  77.9816  94.1135   328.6   -19.6   -50.5       28  0.9105E+13  0.2438   324.0  0.4186   344.9      0.4493E-01	2
    4544  176.2042 114.7251 156.2090   -91.1   467.3   650.9       28  0.9105E+13  0.3247   271.8  0.4781   231.1      0.6516E-01	2
    4545  120.4793 156.6432 156.9653   321.7   490.4   378.5       28  0.9105E+13  0.3744   267.7  0.4535   270.9      0.7838E-01	2
    4546  161.2284 153.4904 158.2150  -145.0  -348.4    -3.5       28  0.9105E+13  0.2346   325.6  0.4383   300.3      0.3227E-01	2
    4547  187.3878 122.1473 160.2324    72.1  -537.7    46.4       28  0.9105E+13  0.2820   244.4  0.4444   288.1      0.4797E-01	2
    4548  182.6360 117.8988 160.7135  -227.0   305.3   347.2       28  0.9105E+13  0.3425   354.0  0.4836   223.3      0.2912    	2
    4549  177.2755 114.0367 169.1955     5.5   342.1   125.1       28  0.9105E+13  0.2835   285.6  0.4611   257.8      0.9560E-01	2
    4550  194.4973 161.2857 173.7415   450.9  -322.0   -95.6       28  0.9105E+13  0.2991   283.1  0.4491   279.0      0.5258E-01	2
    4551  166.6311 123.7185 176.1513   147.1  -396.1    94.3       28  0.9105E+13  0.2568   329.1  0.4244   330.8      0.8617E-01	2
    4552  177.9796 116.4706 185.5074   -23.0   -63.4    47.5       28  0.9105E+13  0.2356   289.4  0.4406   295.5      0.6559E-01	2
    4553  153.9814 110.8567 189.3259   212.5   203.5  -173.1       28  0.9105E+13  0.3618   256.8  0.4724   239.7      0.8532E-01	2
    4554  177.2496 187.1649 193.8350  -296.6   153.6   529.0       28  0.9105E+13  0.2995   273.5  0.4677   247.0      0.4775E-01	3
    4555  146.0090 103.2957 155.4503   510.3   -57.3   -89.8       28  0.9105E+13  0.3579   234.2  0.4539   270.2      0.3987E-01	2
    4556  141.2635 129.0290 170.4059   649.8   266.5   359.6       28  0.9105E+13  0.3751   309.9  0.4855   220.7      0.2581    	2
    4557  102.1403 198.9523 174.1739    -9.8  -345.7   360.0       28  0.9105E+13  0.3063   270.1  0.4819   225.7      0.6306E-01	2
    4558  114.2432 171.7397 175.1483    93.5  -425.1   573.7       28  0.9105E+13  0.3166   240.6  0.4856   220.5      0.2981E-01	2
    4559  125.5892 193.3379 110.8351    86.3    28.6    47.1       28  0.9105E+13  0.3755   237.2  0.4947   208.6      0.5766E-01	1
    4560  107.2990 146.3670 114.1835    42.7   199.3   179.9       28  0.9105E+13  0.2714   279.2  0.4628   254.9      0.4405E-01	1
    4561  122.8286 129.9475 123.1530   271.7   147.6    12.7       28  0.9105E+13  0.2221   321.2  0.4041   383.5      0.4989E-01	2
    4562  124.9164 164.0994 145.0334   166.6   228.8   284.8       28  0.9105E+13  0.2931   264.6  0.4587   261.8      0.4551E-01	2
    4563  128.4665 161.5092 147.3211    75.6   260.3   388.5       28  0.9105E+13  0.2409   299.1  0.4370   303.0      0.2715E-01	1
    4564  131.2209 106.8252  95.9228    91.9  -317.5   218.0       28  0.9105E+13  0.3258   274.0  0.4362   304.6      0.4328E-01	1
    4565  171.1807 159.6178 116.0046    17.1   197.3   -33.1       28  0.9105E+13  0.3187   287.8  0.4652   251.0      0.4432E-01	2
    4566   36.4149  30.6688   6.8553   -92.9   -98.8   489.5       28  0.9105E+13  0.3629   235.9  0.4749   235.9      0.5327E-01	1
    4567   22.8728   5.3233  31.6221   144.4   110.5   173.3       28  0.9105E+13  0.2897   275.6  0.4610   257.9      0.9416E-01	1
    4568   86.9170   2.8693  32.2373  -193.7  -138.6  -127.3       28  0.9105E+13  0.3942   234.3  0.4655   250.5      0.1049    	1
    4569   61.6307 101.1636  16.5546  -107.0   127.3  -253.4       28  0.9105E+13  0.3193   229.2  0.4528   272.3      0.7050E-01	1
    4570   67.2006  59.7282   2.4231    93.7  -456.3   257.5       28  0.9105E+13  0.3194   255.0  0.4554   267.6      0.9621E-01	1
    4571   63.4307 107.1185   9.1515  -156.3   181.6   -56.5       28  0.9105E+13  0.2560   261.4  0.4384   300.1      0.3481E-01	1
    4572   73.8500  61.5307  12.7094  -377.1  -611.4  -278.3       28  0.9105E+13  0.2811   300.5  0.4534   271.2      0.9413E-01	3
    4573   44.9929  83.4694  18.9438    -6.6    93.8    11.9       28  0.9105E+13  0.2524   293.9  0.4260   327.1      0.5426E-01	2
    4574   62.9758  28.4439  20.1687  -160.0  -142.1   306.9       28  0.9105E+13  0.3007   297.5  0.4479   281.4      0.2027E-01	2
    4575   60.2754  66.8862  29.5590   -46.3  -388.4    82.5       28  0.9105E+13  0.4143   259.7  0.4938   209.7      0.1490    	2
    4576   36.9323  73.1465  36.6423    -1.5   139.0   -50.0       28  0.9105E+13  0.2535   275.0  0.4385   300.0      0.5547E-01	2
    4577   81.7615  94.8464  36.7585  -225.3    94.4   -40.1       28  0.9105E+13  0.2030   299.1  0.3989   398.5      0.1280E-01	0
    4578   24.9406  58.2408  46.0500    45.9  -176.1  -558.7       28  0.9105E+13  0.2816   285.3  0.4331   311.3      0.3268E-01	1
    4579    2.9987   4.3311  46.0639    82.0   -39.5   246.1       28  0.9105E+13  0.2341   334.7  0.4191   343.7      0.6016E-01	2
    4580   34.6622  14.0550  64.6979   149.1     3.4  -762.7       28  0.9105E+13  0.2674   318.5  0.4372   302.5      0.4028E-01	2
    4581   84.5173  74.9157  49.3932  -342.9  -136.7   120.7       28  0.9105E+13  0.4416   221.1  0.4772   232.5      0.9529E-01	1
    4582   45.3099  78.7768  55.6856  -401.0   305.4  -270.5       28  0.9105E+13  0.3950   272.1  0.4929   210.8      0.1083    	3
    4583   53.6187  67.0030  72.5702   200.9    87.4  -278.1       28  0.9105E+13  0.2493   289.1  0.4487   279.7      0.3243E-01	1
    4584   14.0210  94.1201  80.3624   246.6    62.4   -32.6       28  0.9105E+13  0.3372   258.3  0.4952   207.8      0.1379    	2
    4585   95.9505  83.8793  40.3545  -109.5   -29.9   -66.0       28  0.9105E+13  0.2705   290.6  0.4571   264.6      0.6220E-01	1
    4586   98.1353 179.4875 100.0291   146.2   223.3  -153.3       28  0.9105E+13  0.2418   313.0  0.4463   284.4      0.7754E-01	1
    4587   50.4952 135.4141 197.1489  -139.0   501.2   187.7       28  0.9105E+13  0.2761   282.8  0.4481   281.0      0.9137E-01	2
    4588   50.4739 137.2715 197.9898    73.4   404.4   107.5       28  0.9105E+13  0.3268   317.0  0.4555   267.4      0.1159    	2
    4589   12.2290 186.3642  75.6997  -131.1  -105.2  -398.4       28  0.9105E+13  0.2924   280.2  0.4441   288.7      0.5478E-01	1
    4590   21.8463 141.2358  79.1459   327.8  -324.2  -454.7       28  0.9105E+13  0.4555   486.7  0.4925   211.4      0.8107    	2
    4591   18.3111 146.8200  86.1045    58.7  -244.7  -625.2       28  0.9105E+13  0.4309   256.2  0.4739   237.3      0.1765E-01	2
    4592   36.3923 159.2295  86.6771   -78.2   -19.8  -206.2       28  0.9105E+13  0.2169   328.4  0.4123   360.9      0.8749E-01	2
    4593   25.6273 134.2651  99.7726   -99.2   225.4    36.4       28  0.9105E+13  0.2566   290.6  0.4222   336.0      0.6421E-01	3
    4594   79.2042 174.6249  47.0620    -8.0   332.4  -579.7       28  0.9105E+13  0.3398   263.4  0.4718   240.5      0.3076E-01	1
    4595   50.9886 139.8735  51.9612    -0.5  -118.6  -248.8       28  0.9105E+13  0.2415   327.0  0.4098   367.7      0.6200E-01	1
    4596   53.2656 119.1454  58.0474    21.9   131.8   -58.5       28  0.9105E+13  0.1949   338.0  0.3863   439.1      0.8269E-01	1
    4597   69.2127  24.1274  50.8710  -645.3  -982.3  -743.4       28  0.9105E+13  0.5232   772.6  0.5069   193.7       4.092    	2
    4598    8.7456  24.4766  41.4464    50.3  -739.0  -810.3       28  0.9105E+13  0.3125   254.1  0.4585   262.3      0.9476E-01	2
    4599   27.4677 189.2393 186.9980   529.5  -515.3   115.3       27  0.8780E+13  0.3347   236.5  0.4521   263.8      0.6907E-01	2
    4600    3.7149 195.7737 170.1873   228.3  -317.3   242.6       27  0.8780E+13  0.2956   247.7  0.4511   265.5      0.5948E-01	2
    4601   39.6677 152.4276 171.3447    -2.7   487.5   -22.5       27  0.8780E+13  0.3830   213.8  0.4793   221.2      0.7739E-01	2
